IId sex Anho Population d_fibra p_vellongras peso_vivo
Merino35475 M 2020 Azangaro 14.67 0.02 41.55
Merino35476 F 2020 Azangaro 12.01 0 0
Merino35477 M 2020 Azangaro 12.5 1.33 45.13
Merino35478 F 2020 Azangaro 13.56 2.9 44.61
Merino35479 M 2020 Azangaro 12.43 3.24 43.6
Merino35480 F 2020 Azangaro 13.98 4.11 42.04
Merino35481 M 2020 Azangaro 11.07 1.42 44.51
Merino35482 F 2020 Azangaro 10.47 2.66 44.34
Merino35483 M 2020 Azangaro 11.6 0.74 0
Merino35484 F 2020 Azangaro 12.58 0.99 43.12
Merino35485 M 2020 Azangaro 12.11 0.68 45.56
Merino35486 F 2020 Azangaro 13 3.4 45.2
Merino35487 M 2020 Azangaro 13.52 0 44.7
Merino35488 F 2020 Azangaro 13.27 1.81 0
Merino35489 M 2020 Azangaro 11.97 1.99 45.22
Merino35490 F 2020 Azangaro 14.04 4.38 45.01
Merino35491 M 2020 Azangaro 12.32 3.44 43.48
Merino35492 F 2020 Azangaro 12.64 0 0
Merino35493 M 2020 Azangaro 11.81 0 47.61
Merino35494 F 2020 Azangaro 12.64 3.57 45.55
Merino35495 M 2020 Azangaro 12.59 2.11 0
Merino35496 F 2020 Azangaro 13.74 3.21 43.55
Merino35497 M 2020 Azangaro 13.59 2.93 0
Merino35498 F 2020 Azangaro 12.45 4.96 0
Merino35499 M 2020 Azangaro 12.71 0.52 0
Merino35500 F 2020 Azangaro 12.13 1.42 44.72
Merino35501 M 2020 Azangaro 12.53 0.8 42.62
Merino35502 F 2020 Azangaro 14.3 0 45.1
Merino35503 M 2020 Azangaro 12.56 2.4 43.26
Merino35504 F 2020 Azangaro 13.15 0.95 43.78
Merino35505 M 2020 Azangaro 12.63 2.39 45.09
Merino35506 F 2020 Azangaro 12.16 3.65 0
Merino35507 M 2020 Azangaro 12.38 1.36 44.46
Merino35508 F 2020 Azangaro 11.48 0 0
Merino35509 M 2020 Azangaro 13.19 1.76 44.55
Merino35510 F 2020 Azangaro 11.87 0 43.23
Merino35511 M 2020 Azangaro 13.06 0.51 0
Merino35512 F 2020 Azangaro 12.13 0 42.01
Merino35513 M 2020 Azangaro 0 0 0
Merino35514 F 2020 Azangaro 13.38 2 44.19
Merino35515 M 2020 Azangaro 10.44 3.86 0
Merino35516 F 2020 Azangaro 12.37 2.35 0
Merino35517 M 2020 Azangaro 0 2.59 44.23
Merino35518 F 2020 Azangaro 12.45 0 0
Merino35519 M 2020 Azangaro 0 1.65 46.23
Merino35520 F 2020 Azangaro 0 1.22 48.54
Merino35521 M 2020 Azangaro 12.62 0 45.85
Merino35522 F 2020 Azangaro 14.07 4.93 0
Merino35523 M 2020 Azangaro 13 0.19 0
Merino35524 F 2020 Azangaro 11.9 0 44.93
Merino35525 M 2020 Azangaro 11.43 1.53 0
Merino35526 F 2020 Azangaro 14.12 0.38 45.66
Merino35527 M 2020 Azangaro 12.01 1.46 44.12
Merino35528 F 2020 Azangaro 13.69 2.21 43.64
Merino35529 M 2020 Azangaro 12.27 1.06 43.28
Merino35530 F 2020 Azangaro 0 2.19 43.15
Merino35531 M 2020 Azangaro 12.9 1.47 43.49
Merino35532 F 2020 Azangaro 12.83 3.95 0
Merino35533 M 2020 Azangaro 12.88 0.86 42.7
Merino35534 F 2020 Azangaro 12.59 3.3 0
Merino35535 M 2020 Azangaro 13.8 3.64 44.01
Merino35536 F 2020 Azangaro 13.71 3.69 44.63
Merino35537 M 2020 Azangaro 13.17 3.83 42.93
Merino35538 F 2020 Azangaro 0 0 0
Merino35539 M 2020 Azangaro 12.87 0 0
Merino35540 F 2020 Azangaro 14.08 0 44.52
Merino35541 M 2020 Azangaro 11.98 3.5 44.47
Merino35542 F 2020 Azangaro 13.06 1.01 0
Merino35543 M 2020 Azangaro 14.12 2.65 47.15
Merino35544 F 2020 Azangaro 14.87 2.64 46.13
Merino35545 M 2020 Azangaro 11.37 1.7 43.85
Merino35546 F 2020 Azangaro 0 2.82 44.33
Merino35547 M 2020 Azangaro 13.61 2.06 42.66
Merino35548 F 2020 Azangaro 12.41 2.54 43.23
Merino35549 M 2020 Azangaro 12.73 1.91 43.3
Merino35550 F 2020 Azangaro 0 2.4 0
Merino35551 M 2020 Azangaro 14.21 0 43.22
Merino35552 F 2020 Azangaro 14.42 2.33 0
Merino35553 M 2020 Azangaro 14.21 2.31 45.91
Merino35554 F 2020 Azangaro 12.36 3.19 46.91
Merino35555 M 2020 Azangaro 12.35 1.63 46.25
Merino35556 F 2020 Azangaro 11.63 1.41 45.98
Merino35557 M 2020 Azangaro 13.78 0 42.47
Merino35558 F 2020 Azangaro 11.17 1.44 43.69
Merino35559 M 2020 Azangaro 11.71 4.58 45.44
Merino35560 F 2020 Azangaro 12.06 4.59 0
Merino35561 M 2020 Azangaro 13.21 3.73 0
Merino35562 F 2020 Azangaro 12.23 0 43.23
Merino35563 M 2020 Azangaro 12.94 2.26 45.58
Merino35564 F 2020 Azangaro 11.99 1.48 45.5
Merino35565 M 2020 Azangaro 12.75 3.25 0
Merino35566 F 2020 Azangaro 11.7 3.63 0
Merino35567 M 2020 Azangaro 10.73 2.52 0
Merino35568 F 2020 Azangaro 12.63 0 0
Merino35569 M 2020 Azangaro 12.39 0 42.78
Merino35570 F 2020 Azangaro 12.86 0 44.39
Merino35571 M 2020 Azangaro 13.58 4.43 43.54
Merino35572 F 2020 Azangaro 13.32 4.02 44.76
Merino35573 M 2020 Azangaro 12.82 0 44.71
Merino35574 F 2020 Azangaro 11.95 0.65 42.31
Merino35575 M 2020 Azangaro 12.85 1.02 44.97
Merino35576 F 2020 Azangaro 12.83 1.96 44.83
Merino35577 M 2020 Azangaro 13.12 1.46 43.81
Merino35578 F 2020 Azangaro 13.2 3.24 44.54
Merino35579 M 2020 Azangaro 12.41 0.77 45.6
Merino35580 F 2020 Azangaro 11.61 1.69 44.89
Merino35581 M 2020 Azangaro 12.88 2.65 44.72
Merino35582 F 2020 Azangaro 12.65 3.17 0
Merino35583 M 2020 Azangaro 12.7 0.73 44.67
Merino35584 F 2020 Azangaro 12.23 2.33 45.91
Merino35585 M 2020 Azangaro 13.14 2.77 46.11
Merino35586 F 2020 Azangaro 13.82 3.18 45.82
Merino35587 M 2020 Azangaro 12.71 0 0
Merino35588 F 2020 Azangaro 12.32 0 43
Merino35589 M 2020 Azangaro 14.41 1.39 43.05
Merino35590 F 2020 Azangaro 13.07 0 46.01
Merino35591 M 2020 Azangaro 11.14 3.98 45.84
Merino35592 F 2020 Azangaro 12.64 1.81 43.9
Merino35593 M 2020 Azangaro 13.52 1.74 43.84
Merino35594 F 2020 Azangaro 11.78 0 43.76
Merino35595 M 2020 Azangaro 12.18 3 46.29
Merino35596 F 2020 Azangaro 14.04 0 0
Merino35597 M 2020 Azangaro 11.84 0.27 44.25
Merino35598 F 2020 Azangaro 13.46 0.76 42.97
Merino35599 M 2020 Azangaro 12.06 1.01 44.57
Merino35600 F 2020 Azangaro 12.92 4.46 0
Merino35601 M 2020 Azangaro 11.43 0 43.15
Merino35602 F 2020 Azangaro 11.13 3.85 43.14
Merino35603 M 2020 Azangaro 11.79 4.35 44.46
Merino35604 F 2020 Azangaro 12.91 3.91 44.95
Merino35605 M 2020 Azangaro 0 1.81 45.03
Merino35606 F 2020 Azangaro 11.49 0.81 44.88
Merino35607 M 2020 Azangaro 13.1 0.73 43.07
Merino35608 F 2020 Azangaro 12.34 2.81 44.62
Merino35609 M 2020 Azangaro 12.28 0.93 43.92
Merino35610 F 2020 Azangaro 13.21 0.98 43.79
Merino35611 M 2020 Azangaro 12.15 2.33 44.74
Merino35612 F 2020 Azangaro 10.79 1.93 0
Merino35613 M 2020 Azangaro 12.45 1.83 45.11
Merino35614 F 2020 Azangaro 12.79 0 43.74
Merino35615 M 2020 Azangaro 0 0.06 0
Merino35616 F 2020 Azangaro 12.85 1.5 0
Merino35617 M 2020 Azangaro 11.23 3.01 43.6
Merino35618 F 2020 Azangaro 12.94 2.89 42.85
Merino35619 M 2020 Azangaro 13.5 0.19 45.86
Merino35620 F 2020 Azangaro 11.74 4.06 44.51
Merino35621 M 2020 Azangaro 0 2.59 44.3
Merino35622 F 2020 Azangaro 14.18 5.08 44.74
Merino35623 M 2020 Azangaro 10.99 4.48 43.81
Merino35624 F 2020 Azangaro 11.86 0 0
Merino35625 M 2020 Azangaro 11.24 1.68 44.25
Merino35626 F 2020 Azangaro 12.38 0 43.32
Merino35627 M 2020 Azangaro 10.79 0.63 0
Merino35628 F 2020 Azangaro 14.29 1.92 46.13
Merino35629 M 2020 Azangaro 12.56 0 44.91
Merino35630 F 2020 Azangaro 11.71 1.4 45.13
Merino35631 M 2020 Azangaro 12.88 4.01 46.57
Merino35632 F 2020 Azangaro 13.41 5.28 48.47
Merino35633 M 2020 Azangaro 11.47 3.21 0
Merino35634 F 2020 Azangaro 12.86 3.27 44.11
Merino35635 M 2020 Azangaro 0 3.03 45.69
Merino35636 F 2020 Azangaro 14.11 4.81 44.25
Merino35637 M 2020 Azangaro 13.79 0.0100000000000002 43.02
Merino35638 F 2020 Azangaro 12.46 2.21 44.61
Merino35639 M 2020 Azangaro 11.76 1.64 0
Merino35640 F 2020 Azangaro 13.42 1.53 44.41
Merino35641 M 2020 Azangaro 0 2.01 0
Merino35642 F 2020 Azangaro 0 5.18 43.32
Merino35643 M 2020 Azangaro 12.85 0 0
Merino35644 F 2020 Azangaro 0 3.37 43.91
Merino35645 M 2020 Azangaro 0 1.64 45.27
Merino35646 F 2020 Azangaro 13.72 3.25 44.15
Merino35647 M 2020 Azangaro 10.55 0 43.95
Merino35648 F 2020 Azangaro 12.17 1.81 45.35
Merino35649 M 2020 Azangaro 12.35 3.16 44.95
Merino35650 F 2020 Azangaro 12.85 4.08 43.16
Merino35651 M 2020 Azangaro 13.07 0 42.89
Merino35652 F 2020 Azangaro 11.63 0 0
Merino35653 M 2020 Azangaro 0 0 44.65
Merino35654 F 2020 Azangaro 12.74 1.07 44.98
Merino35655 M 2020 Azangaro 13.92 2.58 44.23
Merino35656 F 2020 Azangaro 12.53 1.23 44.68
Merino35657 M 2020 Azangaro 12.58 2.58 44.46
Merino35658 F 2020 Azangaro 10.61 0 0
Merino35659 M 2020 Azangaro 11.16 0.33 0
Merino35660 F 2020 Azangaro 13.89 5.67 0
Merino35661 M 2020 Azangaro 14.7 2.3 0
Merino35662 F 2020 Azangaro 13.68 3.06 43.23
Merino35663 M 2020 Azangaro 13.14 2.2 43.04
Merino35664 F 2020 Azangaro 13.36 0 44.32
Merino35665 M 2020 Azangaro 12.03 1.34 41.99
Merino35666 F 2020 Azangaro 11.54 0.71 44.63
Merino35667 M 2020 Azangaro 13.47 3.22 43.38
Merino35668 F 2020 Azangaro 13.93 1.84 45.82
Merino35669 M 2020 Azangaro 12.43 2.92 44.31
Merino35670 F 2020 Azangaro 12.64 0 43.06
Merino35671 M 2020 Azangaro 14.02 1.7 44.16
Merino35672 F 2020 Azangaro 11.9 0 44.19
Merino35673 M 2020 Azangaro 14.02 3.92 45.2
Merino35674 F 2020 Azangaro 0 3.62 0
Merino35675 M 2020 Azangaro 10.27 0 44.19
Merino35676 F 2020 Azangaro 12.96 1.58 0
Merino35677 M 2020 Azangaro 13.98 5.43 44.52
Merino35678 F 2020 Azangaro 12.67 4.45 45.62
Merino35679 M 2020 Azangaro 12.61 3.43 0
Merino35680 F 2020 Azangaro 0 0 44.06
Merino35681 M 2020 Azangaro 13.12 3.7 45.72
Merino35682 F 2020 Azangaro 13.67 1.12 42.88
Merino35683 M 2020 Azangaro 11.12 0.14 45.06
Merino35684 F 2020 Azangaro 12.28 1.19 45.5
Merino35685 M 2020 Azangaro 13.19 2.89 43.05
Merino35686 F 2020 Azangaro 11.99 2.77 0
Merino35687 M 2020 Azangaro 12.51 3.08 45.26
Merino35688 F 2020 Azangaro 11.92 4.19 46.06
Merino35689 M 2020 Azangaro 12.08 2.68 44.53
Merino35690 F 2020 Azangaro 12.86 4.42 44.13
Merino35691 M 2020 Azangaro 11.74 0.71 44.43
Merino35692 F 2020 Azangaro 12.06 2.27 44.05
Merino35693 M 2020 Azangaro 13.13 1.66 44.84
Merino35694 F 2020 Azangaro 14.09 2.78 45.69
Merino35695 M 2020 Azangaro 13.6 1.52 44.79
Merino35696 F 2020 Azangaro 12.97 1.18 44.34
Merino35697 M 2020 Azangaro 12.32 2.45 0
Merino35698 F 2020 Azangaro 10.89 2.83 0
Merino35699 M 2020 Azangaro 13.48 1.04 0
Merino35700 F 2020 Azangaro 12.05 1.83 45.77
Merino35701 M 2020 Azangaro 12.65 3.93 47.1
Merino35702 F 2020 Azangaro 12.51 2.85 0
Merino35703 M 2020 Azangaro 11.27 0 44.75
Merino35704 F 2020 Azangaro 11.6 0 0
Merino35705 M 2020 Azangaro 11.2 2.52 43.7
Merino35706 F 2020 Azangaro 11.09 7.48 0
Merino35707 M 2020 Azangaro 14.82 1.02 0
Merino35708 F 2020 Azangaro 0 2.64 46.16
Merino35709 M 2020 Azangaro 12.51 1.97 0
Merino35710 F 2020 Azangaro 12.95 0 43.64
Merino35711 M 2020 Azangaro 12.79 0 43.8
Merino35712 F 2020 Azangaro 11.4 0 44.17
Merino35713 M 2020 Azangaro 12.15 3.68 44.67
Merino35714 F 2020 Azangaro 12.38 0 43.44
Merino35715 M 2020 Azangaro 10.59 0.94 45.89
Merino35716 F 2020 Azangaro 14.57 2.83 45.43
Merino35717 M 2020 Azangaro 11.95 0 45.36
Merino35718 F 2020 Azangaro 12.09 2.75 43.44
Merino35719 M 2020 Azangaro 13.29 0.37 42.81
Merino35720 F 2020 Azangaro 12.63 1.47 43.86
Merino35721 M 2020 Azangaro 0 1.71 44.06
Merino35722 F 2020 Azangaro 12.72 1.64 42.97
Merino35723 M 2020 Azangaro 12.63 3.85 46.66
Merino35724 F 2020 Azangaro 12.92 2.36 47.22
Merino35725 M 2020 Azangaro 13.58 3.57 45.81
Merino35726 F 2020 Azangaro 13.1 2.56 43.86
Merino35727 M 2020 Azangaro 12.76 2.87 0
Merino35728 F 2020 Azangaro 12.6 0.79 45.04
Merino35729 M 2020 Azangaro 11.66 0 0
Merino35730 F 2020 Azangaro 9.63 4.07 46.03
Merino35731 M 2020 Azangaro 11.15 3.86 44.6
Merino35732 F 2020 Azangaro 11.06 2.13 0
Merino35733 M 2020 Azangaro 11.89 2.61 42.75
Merino35734 F 2020 Azangaro 13.65 0 44.52
Merino35735 M 2020 Azangaro 15.95 0.41 41.03
Merino35736 F 2020 Azangaro 11.83 4.89 44.57
Merino35737 M 2020 Azangaro 14.07 4.33 43.87
Merino35738 F 2020 Azangaro 12.18 3.66 43.63
Merino35739 M 2020 Azangaro 15.06 2.73 45.46
Merino35740 F 2020 Azangaro 13.2 1.8 45.66
Merino35741 M 2020 Azangaro 12.98 3.67 42.22
Merino35742 F 2020 Azangaro 13.25 0 43.34
Merino35743 M 2020 Azangaro 13.34 4.78 43.27
Merino35744 F 2020 Azangaro 14.1 0 43.65
Merino35745 M 2020 Azangaro 13.24 2.41 44.22
Merino35746 F 2020 Azangaro 0 2.69 44.69
Merino35747 M 2020 Azangaro 12.52 0 0
Merino35748 F 2020 Azangaro 12.26 1.93 44.36
Merino35749 M 2020 Azangaro 11.71 2.53 43.6
Merino35750 F 2020 Azangaro 11.36 0 45.62
Merino35751 M 2020 Azangaro 12.81 0.89 45.05
Merino35752 F 2020 Azangaro 14.78 1.1 46.08
Merino35753 M 2020 Azangaro 13.84 5.33 44.67
Merino35754 F 2020 Azangaro 0 3.48 0
Merino35755 M 2020 Azangaro 12.11 0.96 43.11
Merino35756 F 2020 Azangaro 12.7 1.96 45.13
Merino35757 M 2020 Azangaro 11.27 3.57 44.73
Merino35758 F 2020 Azangaro 14.18 4.34 45.81
Merino35759 M 2020 Azangaro 13.28 2.14 45.2
Merino35760 F 2020 Azangaro 10.93 2.01 44.68
Merino35761 M 2020 Azangaro 12.33 1.07 0
Merino35762 F 2020 Azangaro 12.62 0.58 44.23
Merino35763 M 2020 Azangaro 12.27 0.93 44.2
Merino35764 F 2020 Azangaro 11.81 0.51 44.67
Merino35765 M 2020 Azangaro 12.87 2.3 46.3
Merino35766 F 2020 Azangaro 11.35 3.19 45.65
Merino35767 M 2020 Azangaro 12.09 0 45.09
Merino35768 F 2020 Azangaro 12.84 3.47 45.98
Merino35769 M 2020 Azangaro 13.21 2.13 43.97
Merino35770 F 2020 Azangaro 12.53 5.97 0
Merino35771 M 2020 Azangaro 0 5.07 45.18
Merino35772 F 2020 Azangaro 12.09 1.95 0
Merino35773 M 2020 Azangaro 11.77 0 43.16
Merino35774 F 2020 Azangaro 12.44 3.6 44.04
Merino35775 M 2020 Azangaro 0 0 44.62
Merino35776 F 2020 Azangaro 12.76 2.11 45.21
Merino35777 M 2020 Azangaro 12.59 1.74 43.9
Merino35778 F 2020 Azangaro 12.17 1.84 44.74
Merino35779 M 2020 Azangaro 0 3.06 45.14
Merino35780 F 2020 Azangaro 13.38 2.35 0
Merino35781 M 2020 Azangaro 11.9 0 42.48
Merino35782 F 2020 Azangaro 14.13 0 45.2
Merino35783 M 2020 Azangaro 11.86 3.11 46.9
Merino35784 F 2020 Azangaro 12.08 4.22 0
Merino35785 M 2020 Azangaro 0 2.39 44.44
Merino35786 F 2020 Azangaro 13.64 3.86 42.86
Merino35787 M 2020 Azangaro 12.83 0 0
Merino35788 F 2020 Azangaro 11.49 0 43.07
Merino35789 M 2020 Azangaro 11.87 0 43.15
Merino35790 F 2020 Azangaro 12.48 3.67 42.37
Merino35791 M 2020 Azangaro 12.52 0.6 43.73
Merino35792 F 2020 Azangaro 12.8 0 44.13
Merino35793 M 2020 Azangaro 0 2.77 44.26
Merino35794 F 2020 Azangaro 13.62 0 0
Merino35795 M 2020 Azangaro 13.49 1.96 43.99
Merino35796 F 2020 Azangaro 11.77 1.56 0
Merino35797 M 2020 Azangaro 13.25 1 44.72
Merino35798 F 2020 Azangaro 11.79 4.57 0
Merino35799 M 2020 Azangaro 12.46 5.51 45.61
Merino35800 F 2020 Azangaro 13.07 4.23 42.54
Merino35801 M 2020 Azangaro 14.32 3.82 43.3
Merino35802 F 2020 Azangaro 12.28 1.17 43.98
Merino35803 M 2020 Azangaro 12.81 2.27 0
Merino35804 F 2020 Azangaro 10.65 2.34 42.19
Merino35805 M 2020 Azangaro 12.92 0 43.52
Merino35806 F 2020 Azangaro 12.49 0 0
Merino35807 M 2020 Azangaro 12.34 0.96 43.69
Merino35808 F 2020 Azangaro 12.8 3.36 43.58
Merino35809 M 2020 Azangaro 12.69 0 45.92
Merino35810 F 2020 Azangaro 13.4 0.43 46.64
Merino35811 M 2020 Azangaro 12.62 1.69 44.93
Merino35812 F 2020 Azangaro 0 2.76 46.15
Merino35813 M 2020 Azangaro 0 4.18 43.57
Merino35814 F 2020 Azangaro 12.33 2.47 0
Merino35815 M 2020 Azangaro 12.89 1.93 47.32
Merino35816 F 2020 Azangaro 13.66 2.27 44.89
Merino35817 M 2020 Azangaro 13.43 1.35 44.57
Merino35818 F 2020 Azangaro 13.76 4.61 45.5
Merino35819 M 2020 Azangaro 12.06 1.47 45.92
Merino35820 F 2020 Azangaro 13.45 1.02 46.38
Merino35821 M 2020 Azangaro 13.06 0 44.49
Merino35822 F 2020 Azangaro 10.38 2.64 44.06
Merino35823 M 2020 Azangaro 13.28 5.04 42.6
Merino35824 F 2020 Azangaro 14.22 3.09 43.58
Merino35825 M 2020 Azangaro 11.51 0.18 43.54
Merino35826 F 2020 Azangaro 12.24 0 43.81
Merino35827 M 2020 Azangaro 12.59 0 0
Merino35828 F 2020 Azangaro 12.93 0 44.13
Merino35829 M 2020 Azangaro 14.34 1.98 0
Merino35830 F 2020 Azangaro 14.34 0 44.38
Merino35831 M 2020 Azangaro 14.14 0 43.56
Merino35832 F 2020 Azangaro 14.98 2.47 44.55
Merino35833 M 2020 Azangaro 14.56 0.28 43.67
Merino35834 F 2020 Azangaro 13.1 0 0
Merino35835 M 2020 Azangaro 13.07 1.13 46.15
Merino35836 F 2020 Azangaro 12.88 2.05 0
Merino35837 M 2020 Azangaro 10.9 4 46.87
Merino35838 F 2020 Azangaro 11.24 2.26 45.48
Merino35839 M 2020 Azangaro 12.68 0 44.21
Merino35840 F 2020 Azangaro 12.77 2.19 0
Merino35841 M 2020 Azangaro 12.9 1.45 0
Merino35842 F 2020 Azangaro 14.49 2.48 0
Merino35843 M 2020 Azangaro 0 0.66 44.62
Merino35844 F 2020 Azangaro 10.98 0 43.35
Merino35845 M 2020 Azangaro 12.62 3.6 0
Merino35846 F 2020 Azangaro 12.47 0 45.24
Merino35847 M 2020 Azangaro 10.64 2.22 45.6
Merino35848 F 2020 Azangaro 13.88 2.71 44.89
Merino35849 M 2020 Azangaro 12.18 0 0
Merino35850 F 2020 Azangaro 11.58 0 44.33
Merino35851 M 2020 Azangaro 11.06 3.3 0
Merino35852 F 2020 Azangaro 12.98 2.1 0
Merino35853 M 2020 Azangaro 11.78 3.96 44.55
Merino35854 F 2020 Azangaro 12.54 2.8 44.93
Merino35855 M 2020 Azangaro 10.77 2.21 0
Merino35856 F 2020 Azangaro 11.25 2.16 42.51
Merino35857 M 2020 Azangaro 13.6 3.91 45.14
Merino35858 F 2020 Azangaro 13.79 0 44.93
Merino35859 M 2020 Azangaro 13.26 2.34 45.98
Merino35860 F 2020 Azangaro 10.55 2.36 45.14
Merino35861 M 2020 Azangaro 11.78 5.53 45.51
Merino35862 F 2020 Azangaro 12.82 5.37 46.39
Merino35863 M 2020 Azangaro 12.24 0 45.83
Merino35864 F 2020 Azangaro 14.1 5.64 44.65
Merino35865 M 2020 Azangaro 12.79 1.6 0
Merino35866 F 2020 Azangaro 13.91 1.82 0
Merino35867 M 2020 Azangaro 12.89 2.62 0
Merino35868 F 2020 Azangaro 14.2 2.51 44.72
Merino35869 M 2020 Azangaro 12.56 5.68 44.89
Merino35870 F 2020 Azangaro 13.08 0 43.51
Merino35871 M 2020 Azangaro 12.74 0 0
Merino35872 F 2020 Azangaro 0 0.8 43.89
Merino35873 M 2020 Azangaro 11.53 0 42.81
Merino35874 F 2020 Azangaro 12.8 0.46 43.17
Merino35875 M 2020 Azangaro 11.59 3.23 42.82
Merino35876 F 2020 Azangaro 11.85 0 43.37
Merino35877 M 2020 Azangaro 12.42 2.26 46.52
Merino35878 F 2020 Azangaro 13.71 1.49 48.04
Merino35879 M 2020 Azangaro 13.16 0 42.85
Merino35880 F 2020 Azangaro 11.92 1.75 42.97
Merino35881 M 2020 Azangaro 12.52 5.26 46.14
Merino35882 F 2020 Azangaro 10.86 1.8 44.62
Merino35883 M 2020 Azangaro 12.52 0 45.85
Merino35884 F 2020 Azangaro 12.86 4.85 45.21
Merino35885 M 2020 Azangaro 12.8 3.99 45.34
Merino35886 F 2020 Azangaro 12.02 0 43.49
Merino35887 M 2020 Azangaro 12.54 0.15 44.72
Merino35888 F 2020 Azangaro 12.38 0.35 45.24
Merino35889 M 2020 Azangaro 11.87 0 0
Merino35890 F 2020 Azangaro 12.51 2.14 44.15
Merino35891 M 2020 Azangaro 10.21 0.0800000000000001 42.88
Merino35892 F 2020 Azangaro 0 0.54 42.15
Merino35893 M 2020 Azangaro 13.67 4.54 46.37
Merino35894 F 2020 Azangaro 12.4 0.55 45.63
Merino35895 M 2020 Azangaro 12.86 0 0
Merino35896 F 2020 Azangaro 12.73 4.78 46.09
Merino35897 M 2020 Azangaro 12.07 0 43.39
Merino35898 F 2020 Azangaro 11.04 1.61 44.99
Merino35899 M 2020 Azangaro 13.07 2.68 46.2
Merino35900 F 2020 Azangaro 13.07 3.86 45.52
Merino35901 M 2020 Azangaro 13.52 1.87 43.46
Merino35902 F 2020 Azangaro 11.92 2.27 44.33
Merino35903 M 2020 Azangaro 11.09 0 45.39
Merino35904 F 2020 Azangaro 12.65 0 42.33
Merino35905 M 2020 Azangaro 11.46 2.44 44
Merino35906 F 2020 Azangaro 11.03 0 45.31
Merino35907 M 2020 Azangaro 10.59 0.65 42.95
Merino35908 F 2020 Azangaro 12.55 0.53 44.03
Merino35909 M 2020 Azangaro 11.42 0.38 44.01
Merino35910 F 2020 Azangaro 11.78 0 44.37
Merino35911 M 2020 Azangaro 12.06 0 0
Merino35912 F 2020 Azangaro 12.06 5.54 0
Merino35913 M 2020 Azangaro 0 0.85 0
Merino35914 F 2020 Azangaro 11.55 0 46.07
Merino35915 M 2020 Azangaro 12.8 1.81 0
Merino35916 F 2020 Azangaro 11.6 3.57 44.45
Merino35917 M 2020 Azangaro 12.45 1.8 45.38
Merino35918 F 2020 Azangaro 12.58 1.81 44.45
Merino35919 M 2020 Azangaro 12.47 2.54 44.6
Merino35920 F 2020 Azangaro 13.18 0 0
Merino35921 M 2020 Azangaro 12.04 0 0
Merino35922 F 2020 Azangaro 11.41 2.41 45.03
Merino35923 M 2020 Azangaro 13.26 1.66 44.08
Merino35924 F 2020 Azangaro 0 0 0
Merino35925 M 2020 Azangaro 0 3.8 45.9
Merino35926 F 2020 Azangaro 12.69 4.94 46.2
Merino35927 M 2020 Azangaro 0 0 46.9
Merino35928 F 2020 Azangaro 11.86 1.72 0
Merino35929 M 2020 Azangaro 12.86 0 45.18
Merino35930 F 2020 Azangaro 11.44 2.87 0
Merino35931 M 2020 Azangaro 0 2.86 0
Merino35932 F 2020 Azangaro 12.75 0 0
Merino35933 M 2020 Azangaro 12.32 1.83 44.17
Merino35934 F 2020 Azangaro 0 2.82 42.98
Merino35935 M 2020 Azangaro 13.02 1.34 0
Merino35936 F 2020 Azangaro 13.04 1.23 44.75
Merino35937 M 2020 Azangaro 12.74 0.47 0
Merino35938 F 2020 Azangaro 13.16 0.76 0
Merino35939 M 2020 Azangaro 12.23 0 0
Merino35940 F 2020 Azangaro 11.23 0 42.26
Merino35941 M 2020 Azangaro 11.43 0 42.95
Merino35942 F 2020 Azangaro 12.84 0 44.31
Merino35943 M 2020 Azangaro 11.62 0.71 44.9
Merino35944 F 2020 Azangaro 14.02 0 43.96
Merino35945 M 2020 Azangaro 13.44 0 43.23
Merino35946 F 2020 Azangaro 0 5.29 46.04
Merino35947 M 2020 Azangaro 11.15 0 44.39
Merino35948 F 2020 Azangaro 15.46 0.62 0
Merino35949 M 2020 Azangaro 12.35 1.2 46.13
Merino35950 F 2020 Azangaro 12.68 3.29 44.85
Merino35951 M 2020 Azangaro 12.97 2.12 44.9
Merino35952 F 2020 Azangaro 12.94 2.2 45.9
Merino35953 M 2020 Azangaro 12.81 0 46.46
Merino35954 F 2020 Azangaro 13.47 4.24 45.65
Merino35955 M 2020 Azangaro 0 1.85 42.31
Merino35956 F 2020 Azangaro 12.96 2.74 44.57
Merino35957 M 2020 Azangaro 10.07 2.04 42.01
Merino35958 F 2020 Azangaro 11.17 2.41 41.69
Merino35959 M 2020 Azangaro 12.9 0 42.58
Merino35960 F 2020 Azangaro 12.96 3.89 43.64
Merino35961 M 2020 Azangaro 13.93 1.78 44.28
Merino35962 F 2020 Azangaro 13.33 3.81 0
Merino35963 M 2020 Azangaro 12.22 5.12 0
Merino35964 F 2020 Azangaro 12.85 3.46 44.57
Merino35965 M 2020 Azangaro 13.02 2.37 0
Merino35966 F 2020 Azangaro 12.48 1.37 45.52
Merino35967 M 2020 Azangaro 14.15 1.08 45.19
Merino35968 F 2020 Azangaro 12.1 2.69 43.23
Merino35969 M 2020 Azangaro 13.45 0.9 44.89
Merino35970 F 2020 Azangaro 12.6 2.15 46.48
Merino35971 M 2020 Azangaro 13.78 1.07 43.4
Merino35972 F 2020 Azangaro 13.36 2.15 45.28
Merino35973 M 2020 Azangaro 11.64 4.56 44.8
Merino35974 F 2020 Azangaro 13.29 3.89 43.89
